"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20240709","경의선","한국항공대","2207","2075","20240712",""
"20240709","경의선","수색","3859","4043","20240712",""
"20240709","경의선","디지털미디어시티","2977","2759","20240712",""
"20240709","경의선","가좌","6493","6141","20240712",""
"20240709","경의선","홍대입구","2017","2476","20240712",""
"20240709","경의선","서강대","2350","2305","20240712",""
"20240709","경의선","공덕","4494","3867","20240712",""
"20240709","경의선","효창공원앞","3509","4099","20240712",""
"20240709","경의선","신촌","1165","1402","20240712",""
"20240709","경의선","서울역","5125","6292","20240712",""
"20240709","경원선","연천","1165","1041","20240712",""
"20240709","경원선","전곡","1222","1051","20240712",""
"20240709","경원선","청산","158","129","20240712",""
"20240709","경원선","소요산","1567","1511","20240712",""
"20240709","경원선","동두천","1821","1808","20240712",""
"20240709","경원선","보산","1542","1445","20240712",""
"20240709","경원선","동두천중앙","3134","3062","20240712",""
"20240709","경원선","지행","6721","6734","20240712",""
"20240709","경원선","덕정","6305","5984","20240712",""
"20240709","경원선","덕계","6348","5811","20240712",""
"20240709","경원선","양주","7408","7087","20240712",""
"20240709","경원선","녹양","4601","4356","20240712",""
"20240709","경원선","가능","6996","6803","20240712",""
"20240709","경원선","의정부","18547","18964","20240712",""
"20240709","경원선","회룡","13980","13546","20240712",""
"20240709","경원선","망월사","7721","7860","20240712",""
"20240709","경원선","도봉산","7435","4670","20240712",""
"20240709","경원선","도봉","6661","6473","20240712",""
"20240709","경원선","방학","10736","10341","20240712",""
"20240709","경원선","창동","3","0","20240712",""
"20240709","경원선","녹천","4973","4205","20240712",""
"20240709","경원선","월계","7014","6584","20240712",""
"20240709","경원선","광운대","8448","8074","20240712",""
"20240709","경원선","석계","7648","8748","20240712",""
"20240709","경원선","신이문","9218","8528","20240712",""
"20240709","경원선","외대앞","9219","9108","20240712",""
"20240709","경원선","청량리(서울시립대입구)","15615","16724","20240712",""
"20240709","경원선","왕십리(성동구청)","17279","17232","20240712",""
"20240709","경원선","응봉","2048","1733","20240712",""
"20240709","경원선","옥수","55","35","20240712",""
"20240709","경원선","한남","4273","4177","20240712",""
"20240709","경원선","서빙고","2379","2166","20240712",""
"20240709","경원선","이촌(국립중앙박물관)","4401","3533","20240712",""
"20240709","경부선","광명","3702","3325","20240712",""
"20240709","경부선","서동탄","1631","1321","20240712",""
"20240709","경부선","당정","6482","6096","20240712",""
"20240709","경부선","천안","5402","5499","20240712",""
"20240709","경부선","두정","6149","6221","20240712",""
"20240709","경부선","직산","992","917","20240712",""
"20240709","경부선","성환","3723","3767","20240712",""
"20240709","경부선","평택","11173","10968","20240712",""
"20240709","경부선","평택지제","4103","3956","20240712",""
"20240709","경부선","서정리","7890","7323","20240712",""
"20240709","경부선","송탄","4133","4132","20240712",""
"20240709","경부선","진위","1778","1704","20240712",""
"20240709","경부선","오산","9465","9705","20240712",""
"20240709","경부선","오산대","3591","3307","20240712",""
"20240709","경부선","세마","3516","3302","20240712",""
"20240709","경부선","병점","14735","14534","20240712",""
"20240709","경부선","세류","3453","3166","20240712",""
"20240709","경부선","독산","19178","20057","20240712",""
"20240709","경부선","수원","34032","35729","20240712",""
"20240709","경부선","화서","11776","11405","20240712",""
"20240709","경부선","성균관대","15588","15266","20240712",""
"20240709","경부선","의왕","9723","9783","20240712",""
"20240709","경부선","군포","7860","7790","20240712",""
"20240709","경부선","금정","29421","29850","20240712",""
"20240709","경부선","명학","9561","9393","20240712",""
"20240709","경부선","안양","22063","21897","20240712",""
"20240709","경부선","관악","7694","7465","20240712",""
"20240709","경부선","석수","9120","8338","20240712",""
"20240709","경부선","금천구청","11965","12099","20240712",""
"20240709","경부선","가산디지털단지","19831","22696","20240712",""
"20240709","경부선","구로","18831","18876","20240712",""
"20240709","경부선","신길","9438","8076","20240712",""
"20240709","경부선","신도림","4350","4486","20240712",""
"20240709","경부선","영등포","40549","41225","20240712",""
"20240709","경부선","대방","11335","12238","20240712",""
"20240709","경부선","노량진","8061","7845","20240712",""
"20240709","경부선","용산","38094","38593","20240712",""
"20240709","경부선","남영","10731","11080","20240712",""
"20240709","경부선","서울역","8060","2838","20240712",""
"20240709","경강선","성남","957","887","20240712",""
"20240709","경강선","여주","2627","2590","20240712",""
"20240709","경강선","세종대왕릉","346","347","20240712",""
"20240709","경강선","부발","2194","2117","20240712",""
"20240709","경강선","이천","2875","2976","20240712",""
"20240709","경강선","신둔도예촌","1510","1447","20240712",""
"20240709","경강선","곤지암","2215","2098","20240712",""
"20240709","경강선","초월","3618","3449","20240712",""
"20240709","경강선","경기광주","8384","7998","20240712",""
"20240709","경강선","삼동","2842","2578","20240712",""
"20240709","경강선","이매","1198","1031","20240712",""
"20240709","경강선","판교","6203","6261","20240712",""
"20240709","9호선2~3단계","중앙보훈병원","14139","12554","20240712",""
"20240709","9호선2~3단계","둔촌오륜","1536","1474","20240712",""
"20240709","9호선2~3단계","올림픽공원(한국체대)","5691","6137","20240712",""
"20240709","9호선2~3단계","한성백제","3289","3030","20240712",""
"20240709","9호선2~3단계","송파나루","6142","6467","20240712",""
"20240709","9호선2~3단계","석촌","10616","9362","20240712",""
"20240709","9호선2~3단계","석촌고분","7961","7849","20240712",""
"20240709","9호선2~3단계","삼전","8918","8313","20240712",""
"20240710","경부선","화서","12147","11921","20240713",""
"20240710","경부선","성균관대","16077","15854","20240713",""
"20240710","경부선","의왕","9866","9687","20240713",""
"20240710","경부선","군포","7892","7837","20240713",""
"20240710","경부선","금정","30330","30596","20240713",""
"20240710","경부선","명학","9554","9388","20240713",""
"20240710","경부선","안양","22984","22647","20240713",""
"20240710","경부선","관악","7918","7574","20240713",""
"20240710","경부선","석수","9215","8471","20240713",""
"20240710","경부선","금천구청","12100","12073","20240713",""
"20240710","경부선","가산디지털단지","19968","22691","20240713",""
"20240710","경부선","구로","19231","19501","20240713",""
"20240710","경부선","신길","9784","8265","20240713",""
"20240710","경부선","신도림","4354","4609","20240713",""
"20240710","경부선","영등포","41470","42131","20240713",""
"20240710","경부선","대방","11631","12625","20240713",""
"20240710","경부선","노량진","8119","7934","20240713",""
"20240710","경부선","용산","36848","38009","20240713",""
"20240710","경부선","남영","10574","11028","20240713",""
"20240710","경부선","서울역","8168","3009","20240713",""
"20240710","경강선","성남","930","892","20240713",""
"20240710","경강선","여주","2694","2713","20240713",""
"20240710","경강선","세종대왕릉","365","338","20240713",""
"20240710","경강선","부발","2200","2146","20240713",""
"20240710","경강선","이천","2844","3016","20240713",""
"20240710","경강선","신둔도예촌","1523","1413","20240713",""
"20240710","경강선","곤지암","2261","2278","20240713",""
"20240710","경강선","초월","3684","3527","20240713",""
"20240710","경강선","경기광주","8564","8041","20240713",""
"20240710","경강선","삼동","2811","2649","20240713",""
"20240710","경강선","이매","1171","1047","20240713",""
"20240710","경강선","판교","6352","6183","20240713",""
"20240710","9호선2~3단계","중앙보훈병원","13913","12440","20240713",""
"20240710","9호선2~3단계","둔촌오륜","1617","1546","20240713",""
"20240710","9호선2~3단계","올림픽공원(한국체대)","5703","6112","20240713",""
"20240710","9호선2~3단계","한성백제","3389","3119","20240713",""
"20240710","9호선2~3단계","송파나루","6204","6681","20240713",""
"20240710","9호선2~3단계","석촌","10826","9540","20240713",""
"20240710","9호선2~3단계","석촌고분","8185","7902","20240713",""
"20240710","9호선2~3단계","삼전","8991","8431","20240713",""
"20240710","9호선2~3단계","종합운동장","5655","5674","20240713",""
"20240710","9호선2~3단계","봉은사","21994","23211","20240713",""
"20240710","9호선2~3단계","삼성중앙","9217","9650","20240713",""
"20240710","9호선2~3단계","선정릉","11460","12324","20240713",""
"20240710","9호선2~3단계","언주","13256","13405","20240713",""
"20240710","9호선","신논현","33507","33535","20240713",""
"20240710","9호선","사평","4706","4464","20240713",""
"20240710","9호선","고속터미널","15252","19965","20240713",""
"20240710","9호선","신반포","4632","4529","20240713",""
"20240710","9호선","구반포","1491","1460","20240713",""
"20240710","9호선","동작(현충원)","1829","1530","20240713",""
"20240710","9호선","흑석(중앙대입구)","9689","9959","20240713",""
"20240710","9호선","노들","5407","4434","20240713",""
"20240710","9호선","노량진","27424","26694","20240713",""
"20240710","9호선","샛강","7472","7604","20240713",""
"20240710","9호선","여의도","35003","34172","20240713",""
"20240710","9호선","국회의사당","21592","21248","20240713",""
"20240710","9호선","당산","21663","21347","20240713",""
"20240710","9호선","선유도","10393","9734","20240713",""
"20240710","9호선","신목동","5019","4529","20240713",""
"20240710","9호선","염창","19829","19140","20240713",""
"20240710","9호선","등촌","13929","13372","20240713",""
"20240710","9호선","증미","9512","9268","20240713",""
"20240710","9호선","가양","24839","24249","20240713",""
"20240710","9호선","양천향교","11208","11650","20240713",""
"20240710","9호선","마곡나루(서울식물원)","15680","15404","20240713",""
"20240710","9호선","신방화","8102","8050","20240713",""
"20240710","9호선","공항시장","3257","3626","20240713",""
"20240710","9호선","김포공항","7142","10049","20240713",""
"20240710","9호선","개화","3110","2129","20240713",""
"20240710","8호선","남위례","8390","8457","20240713",""
"20240710","8호선","모란","5208","3995","20240713",""
"20240710","8호선","수진","6401","5922","20240713",""
"20240710","8호선","신흥","5640","5915","20240713",""
"20240710","8호선","단대오거리","13165","12825","20240713",""
"20240710","8호선","남한산성입구(성남법원.검찰청)","14428","12925","20240713",""
"20240710","8호선","산성","6940","7188","20240713",""
"20240710","8호선","복정","10359","8806","20240713",""
"20240710","8호선","장지","19033","17503","20240713",""
"20240710","8호선","문정","25542","26654","20240713",""
"20240710","8호선","가락시장","8620","9453","20240713",""
"20240710","8호선","송파","10807","10650","20240713",""
"20240710","8호선","석촌","8773","10188","20240713",""
"20240710","8호선","잠실(송파구청)","17579","20282","20240713",""
"20240710","8호선","몽촌토성(평화의문)","7405","7501","20240713",""
"20240710","8호선","강동구청","11910","12313","20240713",""
"20240710","8호선","천호(풍납토성)","16767","18724","20240713",""
"20240710","8호선","암사","20775","18471","20240713",""
"20240710","7호선","온수(성공회대입구)","10930","9834","20240713",""
"20240710","7호선","천왕","13335","12760","20240713",""
"20240710","7호선","광명사거리","21601","21451","20240713",""
"20240710","7호선","철산","23902","23889","20240713",""
"20240710","7호선","가산디지털단지","51430","51928","20240713",""
"20240710","7호선","남구로","16516","17293","20240713",""
"20240710","7호선","대림(구로구청)","9488","9551","20240713",""
"20240710","7호선","신풍","12354","11533","20240713",""
"20240710","7호선","보라매","7394","7622","20240713",""
"20240710","7호선","신대방삼거리","16219","15711","20240713",""
"20240710","7호선","장승배기","10156","10005","20240713",""
"20240710","7호선","상도","12459","12147","20240713",""
"20240710","7호선","숭실대입구(살피재)","13873","13927","20240713",""
"20240710","7호선","남성","12695","11999","20240713",""
"20240710","7호선","이수","18184","17543","20240713",""
"20240710","7호선","내방","16860","17080","20240713",""
"20240710","7호선","고속터미널","16981","14481","20240713",""
"20240710","7호선","반포","7243","7064","20240713",""
"20240710","7호선","논현","21172","21734","20240713",""
"20240710","7호선","학동","27361","28570","20240713",""
"20240710","7호선","강남구청","18547","20629","20240713",""
"20240710","7호선","청담","21355","23563","20240713",""
"20240710","7호선","자양(뚝섬한강공원)","9634","9355","20240713",""
"20240710","7호선","건대입구","14303","14344","20240713",""
"20240710","7호선","어린이대공원(세종대)","15390","15152","20240713",""
"20240710","7호선","군자(능동)","16920","13488","20240713",""
"20240710","7호선","중곡","12671","11810","20240713",""
"20240710","7호선","용마산(용마폭포공원)","6254","6164","20240713",""
"20240710","7호선","사가정","17492","17471","20240713",""
"20240710","7호선","면목","16221","15782","20240713",""
"20240710","7호선","상봉","18933","18067","20240713",""
"20240710","7호선","중화","11656","11452","20240713",""
"20240710","7호선","먹골","11246","11275","20240713",""
"20240710","7호선","태릉입구","9405","8866","20240713",""
"20240710","7호선","공릉(서울과학기술대)","13158","12976","20240713",""
"20240710","7호선","하계","20127","18761","20240713",""
"20240710","7호선","중계","17095","15668","20240713",""
"20240710","7호선","노원","26234","27411","20240713",""
"20240710","7호선","마들","14663","13722","20240713",""
"20240710","7호선","수락산","13330","13229","20240713",""
"20240710","7호선","도봉산","9489","10898","20240713",""
"20240710","7호선","장암","3085","1306","20240713",""
"20240710","6호선","봉화산(서울의료원)","10079","9320","20240713",""
"20240710","6호선","화랑대(서울여대입구)","12930","10177","20240713",""
"20240710","6호선","태릉입구","6062","6591","20240713",""
"20240710","6호선","석계","13614","13883","20240713",""
"20240710","6호선","돌곶이","11243","10431","20240713",""
"20240710","6호선","상월곡(한국과학기술연구원)","6884","6258","20240713",""
"20240710","6호선","월곡(동덕여대)","12665","12487","20240713",""
"20240710","6호선","고려대(종암)","9376","8958","20240713",""
"20240710","6호선","안암(고대병원앞)","12759","12681","20240713",""
"20240710","6호선","보문","8602","8040","20240713",""
"20240710","6호선","창신","4025","3313","20240713",""
"20240710","6호선","동묘앞","8395","8609","20240713",""
"20240710","6호선","신당","9108","9669","20240713",""
"20240710","6호선","청구","4427","4375","20240713",""
"20240710","6호선","약수","4048","3986","20240713",""
"20240710","6호선","버티고개","2389","2412","20240713",""
"20240710","6호선","한강진","12034","13755","20240713",""
"20240710","6호선","이태원","10928","11637","20240713",""
"20240710","6호선","녹사평(용산구청)","5813","5501","20240713",""
"20240710","6호선","삼각지","8012","7079","20240713",""
"20240710","6호선","효창공원앞","8364","7467","20240713",""
"20240710","6호선","공덕","21664","21329","20240713",""
"20240710","6호선","대흥(서강대앞)","10057","10456","20240713",""
"20240710","6호선","광흥창(서강)","10766","10522","20240713",""
"20240710","6호선","상수","10041","11051","20240713",""
"20240710","6호선","합정","14420","14250","20240713",""
"20240710","6호선","망원","15969","16966","20240713",""
"20240710","6호선","마포구청","16314","14807","20240713",""
"20240710","6호선","월드컵경기장(성산)","11021","12182","20240713",""
"20240710","6호선","디지털미디어시티","16881","18212","20240713",""
"20240710","6호선","증산(명지대앞)","10567","10489","20240713",""
"20240710","6호선","새절(신사)","14189","13076","20240713",""
"20240710","6호선","구산","9276","7139","20240713",""
"20240710","6호선","연신내","4","0","20240713",""
"20240710","6호선","독바위","3151","3271","20240713",""
"20240710","6호선","불광","5541","5388","20240713",""
"20240710","6호선","응암","19426","19245","20240713",""
"20240710","5호선","하남검단산","7027","6730","20240713",""
"20240710","5호선","하남시청(덕풍·신장)","9030","8544","20240713",""
"20240710","5호선","하남풍산","4923","4869","20240713",""
"20240710","5호선","미사","19754","20068","20240713",""
"20240710","5호선","강일","7052","6520","20240713",""
"20240710","5호선","거여","11285","11186","20240713",""
"20240710","5호선","개롱","7521","7687","20240713",""
"20240710","5호선","오금","4236","4340","20240713",""
"20240710","5호선","방이","7944","8371","20240713",""
"20240710","5호선","올림픽공원(한국체대)","6130","5006","20240713",""
"20240710","5호선","둔촌동","9742","9728","20240713",""
"20240710","5호선","상일동","16727","15647","20240713",""
"20240710","5호선","고덕","12360","11857","20240713",""
"20240710","5호선","명일","9790","10251","20240713",""
"20240710","5호선","굽은다리(강동구민회관앞)","10759","10364","20240713",""
"20240710","5호선","길동","9063","9232","20240713",""
"20240710","5호선","강동","20553","20207","20240713",""
"20240710","5호선","천호(풍납토성)","21013","20838","20240713",""
"20240710","5호선","광나루(장신대)","14571","13416","20240713",""
"20240710","5호선","아차산(어린이대공원후문)","16119","15514","20240713",""
"20240710","5호선","군자(능동)","12478","13836","20240713",""
"20240710","5호선","장한평","21963","21761","20240713",""
"20240710","5호선","답십리","17818","16116","20240713",""
"20240710","5호선","마장","6529","6090","20240713",""
"20240710","5호선","왕십리(성동구청)","5066","5948","20240713",""
"20240710","5호선","행당","9134","8073","20240713",""
"20240710","5호선","신금호","7373","7785","20240713",""
"20240710","5호선","청구","4373","4162","20240713",""
"20240710","5호선","동대문역사문화공원(DDP)","3514","4044","20240713",""
"20240710","5호선","을지로4가","7512","7405","20240713",""
"20240710","5호선","종로3가","15881","15976","20240713",""
"20240710","5호선","광화문(세종문화회관)","37368","39338","20240713",""
"20240710","5호선","서대문","24168","24523","20240713",""
"20240710","5호선","충정로(경기대입구)","5459","5606","20240713",""
"20240710","5호선","애오개","7820","7782","20240713",""
"20240710","5호선","공덕","16787","17706","20240713",""
"20240710","5호선","마포","16733","17130","20240713",""
"20240710","5호선","여의나루","13351","14891","20240713",""
"20240710","5호선","여의도","33248","35582","20240713",""
"20240710","5호선","신길","5451","5553","20240713",""
"20240710","5호선","영등포시장","12552","12718","20240713",""
"20240710","5호선","영등포구청","5422","5372","20240713",""
"20240710","5호선","양평","8717","8566","20240713",""
"20240710","5호선","오목교(목동운동장앞)","23000","24548","20240713",""
"20240710","5호선","목동","18511","20059","20240713",""
"20240710","5호선","신정(은행정)","15009","12515","20240713",""
"20240710","5호선","까치산","30401","29336","20240713",""
"20240710","5호선","화곡","31216","29098","20240713",""
"20240710","5호선","우장산","16591","16195","20240713",""
"20240710","5호선","발산","25669","26157","20240713",""
"20240710","5호선","마곡","13933","14104","20240713",""
"20240710","5호선","송정","7089","6542","20240713",""
"20240710","5호선","김포공항","11450","8198","20240713",""
"20240710","5호선","개화산","6800","6516","20240713",""
"20240710","5호선","방화","7765","7470","20240713",""
"20240710","4호선","남태령","1493","1395","20240713",""
"20240710","4호선","사당","27956","24196","20240713",""
"20240710","4호선","총신대입구(이수)","21136","22725","20240713",""
"20240710","4호선","동작(현충원)","1629","1724","20240713",""
"20240710","4호선","이촌(국립중앙박물관)","9771","10754","20240713",""
"20240710","4호선","신용산","21212","22390","20240713",""
"20240710","4호선","삼각지","6777","7475","20240713",""
"20240710","4호선","숙대입구(갈월)","15797","15351","20240713",""
"20240710","4호선","서울역","14397","22260","20240713",""
"20240710","4호선","회현(남대문시장)","29674","30828","20240713",""
"20240710","4호선","명동","32846","35091","20240713",""
"20240710","4호선","충무로","33131","33938","20240713",""
"20240710","4호선","동대문역사문화공원(DDP)","19758","17573","20240713",""
"20240710","4호선","동대문","22111","22739","20240713",""
"20240710","4호선","혜화","37176","37652","20240713",""
"20240710","4호선","한성대입구(삼선교)","14528","13855","20240713",""
"20240710","4호선","성신여대입구(돈암)","22163","21595","20240713",""
"20240710","4호선","길음","22997","22644","20240713",""
"20240710","4호선","미아사거리","28840","28362","20240713",""
"20240710","4호선","미아(서울사이버대학)","16638","16087","20240713",""
"20240710","4호선","수유(강북구청)","36017","36152","20240713",""
"20240710","4호선","쌍문","31923","29678","20240713",""
"20240710","4호선","창동","29187","30469","20240713",""
"20240710","4호선","노원","30684","34282","20240713",""
"20240710","4호선","상계","20930","19648","20240713",""
"20240710","4호선","당고개","10390","8812","20240713",""
"20240710","3호선","오금","7446","6497","20240713",""
"20240710","3호선","경찰병원","8621","8746","20240713",""
"20240710","3호선","가락시장","9957","9696","20240713",""
"20240710","3호선","수서","19700","19715","20240713",""
"20240710","3호선","일원","12910","12568","20240713",""
"20240710","3호선","대청","12512","11605","20240713",""
"20240710","3호선","학여울","2226","2194","20240713",""
"20240710","3호선","대치","13276","13375","20240713",""
"20240710","3호선","도곡","6752","6765","20240713",""
"20240710","3호선","매봉","14826","14215","20240713",""
"20240710","3호선","양재(서초구청)","42065","45156","20240713",""
"20240710","3호선","남부터미널(예술의전당)","32454","33191","20240713",""
"20240710","3호선","교대(법원.검찰청)","19417","11655","20240713",""
"20240710","3호선","고속터미널","45855","43195","20240713",""
"20240710","3호선","잠원","5955","5551","20240713",""
"20240710","3호선","신사","29700","31395","20240713",""
"20240710","3호선","압구정","35257","37108","20240713",""
"20240710","3호선","옥수","9660","10015","20240713",""
"20240710","3호선","금호","8951","8353","20240713",""
"20240710","3호선","약수","14292","13866","20240713",""
"20240710","3호선","동대입구","9581","10517","20240713",""
"20240710","3호선","충무로","4","0","20240713",""
"20240710","3호선","을지로3가","13192","13375","20240713",""
"20240710","3호선","종로3가","12430","13676","20240713",""
"20240710","3호선","안국","28771","29590","20240713",""
"20240710","3호선","경복궁(정부서울청사)","26066","26325","20240713",""
"20240710","3호선","독립문","8117","8298","20240713",""
"20240710","3호선","무악재","4880","4893","20240713",""
"20240710","3호선","홍제","19605","18624","20240713",""
"20240710","3호선","녹번","16804","15575","20240713",""
"20240710","3호선","불광","18016","19244","20240713",""
"20240710","3호선","연신내","37044","34982","20240713",""
"20240710","3호선","구파발","24125","23167","20240713",""
"20240710","3호선","지축","8512","8432","20240713",""
"20240710","2호선","용두(동대문구청)","2679","2795","20240713",""
"20240710","2호선","신정네거리","11337","11791","20240713",""
"20240710","2호선","양천구청","7607","8134","20240713",""
"20240710","2호선","도림천","1541","1659","20240713",""
"20240710","2호선","신설동","3512","3521","20240713",""
"20240710","2호선","신답","1882","2122","20240713",""
"20240710","2호선","용답","3181","3072","20240713",""
"20240710","2호선","충정로(경기대입구)","11718","12292","20240713",""
"20240710","2호선","아현","12388","11389","20240713",""
"20240710","2호선","이대","16884","18385","20240713",""
"20240710","2호선","신촌","39711","40519","20240713",""
"20240710","2호선","홍대입구","70225","75313","20240713",""
"20240710","2호선","합정","33693","35901","20240713",""
"20240710","2호선","당산","19749","23183","20240713",""
"20240710","2호선","영등포구청","25850","26261","20240713",""
"20240710","2호선","문래","26383","26971","20240713",""
"20240710","2호선","신도림","55433","53822","20240713",""
"20240710","2호선","대림(구로구청)","26432","26794","20240713",""
"20240710","2호선","구로디지털단지","64653","64297","20240713",""
"20240710","2호선","신대방","27442","26734","20240713",""
"20240710","2호선","신림","59192","56895","20240713",""
"20240710","2호선","봉천","26858","25210","20240713",""
"20240710","중앙선","오빈","328","335","20240713",""
"20240710","중앙선","아신","531","519","20240713",""
"20240710","중앙선","국수","790","762","20240713",""
"20240710","중앙선","신원","170","175","20240713",""
"20240710","중앙선","양수","2428","2435","20240713",""
"20240710","중앙선","운길산","691","621","20240713",""
"20240710","중앙선","팔당","833","851","20240713",""
"20240710","중앙선","도심","2732","2125","20240713",""
"20240710","중앙선","덕소","5849","5782","20240713",""
"20240710","중앙선","양정","608","515","20240713",""
"20240710","중앙선","도농","12060","11071","20240713",""
"20240710","중앙선","구리","14367","14484","20240713",""
"20240710","중앙선","양원","3576","3491","20240713",""
"20240710","중앙선","망우","8117","7905","20240713",""
"20240710","중앙선","상봉","6147","6135","20240713",""
"20240710","중앙선","중랑","5984","5818","20240713",""
"20240710","5호선","마천","8501","7487","20240713",""
"20240710","중앙선","지평","51","65","20240713",""
"20240710","중앙선","용문","3371","3309","20240713",""
"20240710","중앙선","원덕","388","352","20240713",""
"20240710","중앙선","양평","3386","3291","20240713",""
"20240710","6호선","역촌","4251","4762","20240713",""
"20240710","2호선","서울대입구(관악구청)","50583","48852","20240713",""
"20240710","2호선","낙성대(강감찬)","30492","29821","20240713",""
"20240710","2호선","사당","43234","47154","20240713",""
"20240710","2호선","방배","17466","18120","20240713",""
"20240710","2호선","서초","24798","24040","20240713",""
"20240710","2호선","교대(법원.검찰청)","36191","42984","20240713",""
"20240710","2호선","강남","92105","89957","20240713",""
"20240710","2호선","역삼","61750","70066","20240713",""
"20240710","2호선","선릉","67486","59256","20240713",""
"20240710","2호선","삼성(무역센터)","61408","62627","20240713",""
"20240710","2호선","종합운동장","21952","24520","20240713",""
"20240710","2호선","잠실새내","26299","25721","20240713",""
"20240710","2호선","잠실(송파구청)","83387","83000","20240713",""
"20240710","2호선","잠실나루","17589","17159","20240713",""
"20240710","2호선","강변(동서울터미널)","30523","28532","20240713",""
"20240710","2호선","구의(광진구청)","27606","26847","20240713",""
"20240710","2호선","건대입구","37033","39245","20240713",""
"20240710","2호선","뚝섬","27041","28890","20240713",""
"20240710","2호선","한양대","10718","11395","20240713",""
"20240710","2호선","왕십리(성동구청)","16907","15216","20240713",""
"20240710","2호선","상왕십리","16215","16020","20240713",""
"20240710","2호선","신당","15827","16323","20240713",""
"20240710","2호선","동대문역사문화공원(DDP)","15489","17656","20240713",""
"20240710","2호선","을지로4가","15824","15870","20240713",""
"20240710","2호선","을지로3가","28733","28571","20240713",""
"20240710","2호선","을지로입구","54847","56444","20240713",""
"20240710","2호선","시청","30595","29493","20240713",""
"20240710","1호선","동묘앞","9115","9390","20240713",""
"20240710","1호선","청량리(서울시립대입구)","23758","22837","20240713",""
"20240710","1호선","제기동","17528","17637","20240713",""
"20240710","1호선","신설동","15174","14732","20240713",""
"20240710","1호선","동대문","11717","11346","20240713",""
"20240710","1호선","종로5가","25072","24785","20240713",""
"20240710","1호선","종로3가","27212","25081","20240713",""
"20240710","1호선","종각","44368","43790","20240713",""
"20240710","1호선","시청","28287","28720","20240713",""
"20240710","1호선","서울역","56696","53223","20240713",""
"20240710","분당선","복정","5","0","20240713",""
"20240710","2호선","성수","47433","51630","20240713",""
"20240710","중앙선","회기","26312","25173","20240713",""
"20240710","장항선","신창(순천향대)","1424","1417","20240713",""
"20240710","장항선","온양온천","4302","4289","20240713",""
"20240710","장항선","배방","1243","1201","20240713",""
"20240710","장항선","탕정","1777","1601","20240713",""
"20240710","장항선","아산","4070","3646","20240713",""
"20240710","장항선","쌍용(나사렛대)","2381","2259","20240713",""
"20240710","장항선","봉명","1481","1543","20240713",""
"20240710","일산선","대화","14514","11381","20240713",""
"20240710","일산선","주엽","10922","11131","20240713",""
"20240710","일산선","정발산","8167","8080","20240713",""
"20240710","일산선","마두","9118","9333","20240713",""
"20240710","일산선","백석","10532","10582","20240713",""
"20240710","일산선","대곡","3308","2488","20240713",""
"20240710","일산선","화정","18760","19230","20240713",""
"20240710","일산선","원당","12018","11374","20240713",""
"20240710","일산선","삼송","20900","20074","20240713",""
"20240710","일산선","지축","2","0","20240713",""
"20240710","일산선","원흥","12387","11829","20240713",""
"20240710","우이신설선","신설동","2672","2490","20240713",""
"20240710","우이신설선","보문","1817","1738","20240713",""
"20240710","우이신설선","성신여대입구(돈암)","3823","4173","20240713",""
"20240710","우이신설선","정릉","5098","4777","20240713",""
"20240710","우이신설선","북한산보국문","6531","6214","20240713",""
"20240710","우이신설선","솔샘","6604","6290","20240713",""
"20240710","우이신설선","삼양사거리","2842","2890","20240713",""
"20240710","우이신설선","삼양","2299","2441","20240713",""
"20240710","우이신설선","화계","4041","3877","20240713",""
"20240710","우이신설선","가오리","4800","4896","20240713",""
"20240710","우이신설선","4.19민주묘지","3338","3057","20240713",""
"20240710","우이신설선","솔밭공원","3011","2923","20240713",""
"20240710","우이신설선","북한산우이","3061","2724","20240713",""
"20240710","안산선","수리산","4529","3732","20240713",""
"20240710","안산선","오이도","8333","8262","20240713",""
"20240710","안산선","정왕","9575","9787","20240713",""
"20240710","안산선","신길온천","2156","1961","20240713",""
"20240710","안산선","안산","12710","11470","20240713",""
"20240710","안산선","초지","5478","5448","20240713",""
"20240710","안산선","고잔","9669","9153","20240713",""
"20240710","안산선","중앙","19233","20128","20240713",""
"20240710","안산선","한대앞","9788","9890","20240713",""
"20240710","안산선","상록수","15786","16170","20240713",""
"20240710","안산선","반월","4622","4494","20240713",""
"20240710","안산선","대야미","5450","4804","20240713",""
"20240710","안산선","산본","17598","18816","20240713",""
"20240710","신림선","관악산(서울대)","3252","3356","20240713",""
"20240710","신림선","서울대벤처타운","10302","9534","20240713",""
"20240710","신림선","서원","3879","3438","20240713",""
"20240710","신림선","신림","2159","2845","20240713",""
"20240710","신림선","당곡","5485","5385","20240713",""
"20240710","신림선","보라매병원","8875","9211","20240713",""
"20240710","신림선","보라매공원","2668","2862","20240713",""
"20240710","신림선","보라매","4810","4274","20240713",""
"20240710","신림선","서울지방병무청","3583","3951","20240713",""
"20240710","신림선","대방","3264","2646","20240713",""
"20240710","신림선","샛강","3443","3868","20240713",""
"20240710","수인선","인천","1215","1873","20240713",""
"20240710","수인선","신포","2100","2084","20240713",""
"20240710","수인선","숭의","4654","4286","20240713",""
"20240710","수인선","인하대","7124","6738","20240713",""
"20240710","수인선","송도","2795","2619","20240713",""
"20240710","수인선","연수","5164","5193","20240713",""
"20240710","수인선","원인재","4799","4870","20240713",""
