"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20240501","분당선","한티","11831","12231","20240504",""
"20240501","분당선","선릉","5847","8778","20240504",""
"20240501","과천선","범계","22865","22677","20240504",""
"20240501","과천선","평촌","10677","10231","20240504",""
"20240501","과천선","인덕원","17617","17646","20240504",""
"20240501","과천선","정부과천청사","8791","8758","20240504",""
"20240501","과천선","과천","5597","5027","20240504",""
"20240501","과천선","대공원","14599","14671","20240504",""
"20240501","과천선","경마공원","1617","1547","20240504",""
"20240501","과천선","선바위","5782","4994","20240504",""
"20240501","공항철도 1호선","영종","3551","3622","20240504",""
"20240501","공항철도 1호선","인천공항2터미널","7508","5917","20240504",""
"20240501","공항철도 1호선","인천공항1터미널","17277","14595","20240504",""
"20240501","공항철도 1호선","공항화물청사","1391","1460","20240504",""
"20240501","공항철도 1호선","운서","8569","9290","20240504",""
"20240501","공항철도 1호선","청라국제도시","5008","4836","20240504",""
"20240501","공항철도 1호선","검암","4586","4951","20240504",""
"20240501","공항철도 1호선","계양","9301","8931","20240504",""
"20240501","공항철도 1호선","김포공항","8864","4352","20240504",""
"20240501","공항철도 1호선","마곡나루(서울식물원)","5042","5335","20240504",""
"20240501","공항철도 1호선","디지털미디어시티","6482","6642","20240504",""
"20240501","공항철도 1호선","홍대입구","16379","15051","20240504",""
"20240501","공항철도 1호선","공덕","2090","2922","20240504",""
"20240501","공항철도 1호선","서울역","11917","10911","20240504",""
"20240501","경춘선","춘천","2057","1660","20240504",""
"20240501","경춘선","남춘천","2960","3212","20240504",""
"20240501","경춘선","김유정","646","715","20240504",""
"20240501","경춘선","강촌","697","674","20240504",""
"20240501","경춘선","백양리","144","142","20240504",""
"20240501","경춘선","굴봉산","218","215","20240504",""
"20240501","경춘선","가평","2488","2391","20240504",""
"20240501","경춘선","상천","516","520","20240504",""
"20240501","경춘선","청평","2115","1978","20240504",""
"20240501","경춘선","대성리","749","744","20240504",""
"20240501","경춘선","마석","3725","3730","20240504",""
"20240501","경춘선","천마산","1571","1468","20240504",""
"20240501","경춘선","평내호평","5567","5389","20240504",""
"20240501","경춘선","금곡","1413","1392","20240504",""
"20240501","경춘선","사릉","1828","1772","20240504",""
"20240501","경춘선","퇴계원","3047","2841","20240504",""
"20240501","경춘선","별내","2613","2465","20240504",""
"20240501","경춘선","갈매","2357","2059","20240504",""
"20240501","경춘선","신내","2093","2023","20240504",""
"20240501","경인선","도화","3746","3515","20240504",""
"20240501","경인선","중동","7676","7260","20240504",""
"20240501","경인선","온수(성공회대입구)","6087","5824","20240504",""
"20240501","경인선","도원","6324","6386","20240504",""
"20240501","경인선","간석","5155","5006","20240504",""
"20240501","경인선","부개","7512","7059","20240504",""
"20240501","경인선","소사","6324","6265","20240504",""
"20240501","경인선","구일","5475","5241","20240504",""
"20240501","경인선","인천","6000","4955","20240504",""
"20240501","경인선","동인천","13200","12701","20240504",""
"20240501","경인선","제물포","8988","8631","20240504",""
"20240501","경인선","주안","18121","16241","20240504",""
"20240501","경인선","동암","13359","13288","20240504",""
"20240501","경인선","백운","6477","6329","20240504",""
"20240501","경인선","부평","26414","27768","20240504",""
"20240501","경인선","송내","19393","19245","20240504",""
"20240501","경인선","부천","28818","28608","20240504",""
"20240501","경인선","역곡","22822","22567","20240504",""
"20240501","경인선","오류동","10361","9654","20240504",""
"20240501","경인선","개봉","18272","17733","20240504",""
"20240501","경의선","운천","3","7","20240504",""
"20240501","경의선","임진강","34","40","20240504",""
"20240501","경의선","문산","5292","5076","20240504",""
"20240501","경의선","파주","1228","873","20240504",""
"20240501","경의선","월롱","1392","1585","20240504",""
"20240501","경의선","금촌","6862","6822","20240504",""
"20240501","경의선","금릉","4756","4671","20240504",""
"20240501","경의선","운정","6517","6191","20240504",""
"20240501","경의선","야당","7969","7875","20240504",""
"20240501","경의선","탄현","6290","5901","20240504",""
"20240501","경의선","일산","9074","8954","20240504",""
"20240501","경의선","풍산","5238","5018","20240504",""
"20240501","경의선","백마","5544","5363","20240504",""
"20240501","경의선","곡산","532","557","20240504",""
"20240501","경의선","능곡","3972","3813","20240504",""
"20240501","경의선","행신","6229","6346","20240504",""
"20240501","경의선","강매","2404","2149","20240504",""
"20240501","경의선","한국항공대","3891","3641","20240504",""
"20240501","경의선","수색","2203","2176","20240504",""
"20240501","경의선","디지털미디어시티","2314","2184","20240504",""
"20240501","경의선","가좌","5069","4908","20240504",""
"20240501","경의선","홍대입구","2470","2857","20240504",""
"20240501","경의선","서강대","2115","2014","20240504",""
"20240501","경의선","공덕","3081","2425","20240504",""
"20240501","경의선","효창공원앞","2681","2805","20240504",""
"20240501","경의선","신촌","755","1021","20240504",""
"20240501","경의선","서울역","2817","3783","20240504",""
"20240501","경원선","연천","2289","2283","20240504",""
"20240501","경원선","전곡","1252","1120","20240504",""
"20240501","경원선","청산","155","139","20240504",""
"20240501","경원선","소요산","2893","2772","20240504",""
"20240501","경원선","동두천","1714","1768","20240504",""
"20240501","경원선","보산","1386","1331","20240504",""
"20240501","경원선","동두천중앙","2782","2820","20240504",""
"20240501","경원선","지행","6402","6408","20240504",""
"20240501","경원선","덕정","6481","6152","20240504",""
"20240501","경원선","덕계","5085","4594","20240504",""
"20240501","경원선","양주","7486","7173","20240504",""
"20240501","경원선","녹양","3875","3576","20240504",""
"20240501","경원선","가능","5872","5633","20240504",""
"20240501","경원선","의정부","18073","18501","20240504",""
"20240501","경원선","회룡","11511","11540","20240504",""
"20240501","경원선","망월사","9339","9308","20240504",""
"20240501","경원선","도봉산","10191","7815","20240504",""
"20240501","경원선","도봉","5555","5265","20240504",""
"20240501","경원선","방학","9271","9109","20240504",""
"20240501","경원선","창동","4","0","20240504",""
"20240501","경원선","녹천","3780","3055","20240504",""
"20240501","경원선","월계","6830","6211","20240504",""
"20240501","경원선","광운대","9015","8727","20240504",""
"20240501","경원선","석계","6982","7644","20240504",""
"20240501","경원선","신이문","7101","6711","20240504",""
"20240501","경원선","외대앞","10811","10625","20240504",""
"20240501","경원선","청량리(서울시립대입구)","17067","18022","20240504",""
"20240501","경원선","왕십리(성동구청)","15500","15201","20240504",""
"20240501","경원선","응봉","2011","1750","20240504",""
"20240501","경원선","옥수","45","41","20240504",""
"20240501","경원선","한남","2769","2653","20240504",""
"20240501","경원선","서빙고","2022","2054","20240504",""
"20240501","1호선","종로5가","24718","24236","20240504",""
"20240501","1호선","동대문","12866","13214","20240504",""
"20240501","2호선","동대문역사문화공원(DDP)","15694","17941","20240504",""
"20240501","2호선","신당","13219","13983","20240504",""
"20240501","1호선","신설동","11299","10605","20240504",""
"20240501","1호선","제기동","17907","18677","20240504",""
"20240501","1호선","청량리(서울시립대입구)","22092","22254","20240504",""
"20240501","1호선","동묘앞","13080","13926","20240504",""
"20240501","2호선","시청","20279","17193","20240504",""
"20240501","2호선","상왕십리","11568","11211","20240504",""
"20240501","2호선","왕십리(성동구청)","14507","12927","20240504",""
"20240501","2호선","한양대","11910","13565","20240504",""
"20240501","2호선","뚝섬","20515","19878","20240504",""
"20240501","2호선","성수","34811","38758","20240504",""
"20240501","2호선","건대입구","38164","38578","20240504",""
"20240501","2호선","구의(광진구청)","19109","18659","20240504",""
"20240501","2호선","강변(동서울터미널)","23886","23574","20240504",""
"20240501","2호선","잠실나루","9292","9268","20240504",""
"20240501","2호선","잠실(송파구청)","74393","71986","20240504",""
"20240501","2호선","잠실새내","21188","21850","20240504",""
"20240501","2호선","종합운동장","19881","20669","20240504",""
"20240501","2호선","삼성(무역센터)","30924","30395","20240504",""
"20240501","2호선","선릉","28683","25929","20240504",""
"20240501","2호선","역삼","18758","21155","20240504",""
"20240501","2호선","강남","52263","50462","20240504",""
"20240501","2호선","교대(법원.검찰청)","21508","26385","20240504",""
"20240501","2호선","서초","13918","13103","20240504",""
"20240501","2호선","방배","10611","10562","20240504",""
"20240501","2호선","사당","32416","35234","20240504",""
"20240501","2호선","낙성대(강감찬)","22663","22096","20240504",""
"20240501","2호선","서울대입구(관악구청)","41400","39606","20240504",""
"20240501","2호선","봉천","18747","17878","20240504",""
"20240501","2호선","신림","46245","44348","20240504",""
"20240501","2호선","신대방","21322","20825","20240504",""
"20240501","2호선","구로디지털단지","37284","36606","20240504",""
"20240501","2호선","대림(구로구청)","20330","20683","20240504",""
"20240501","2호선","신도림","38996","38779","20240504",""
"20240501","2호선","문래","13561","13977","20240504",""
"20240501","2호선","영등포구청","13807","14659","20240504",""
"20240501","2호선","당산","13679","15096","20240504",""
"20240501","2호선","합정","27727","29691","20240504",""
"20240501","2호선","홍대입구","78616","83320","20240504",""
"20240501","2호선","을지로입구","37887","33688","20240504",""
"20240501","2호선","신촌","37202","37465","20240504",""
"20240501","2호선","이대","16327","17791","20240504",""
"20240501","2호선","아현","9830","9337","20240504",""
"20240501","2호선","충정로(경기대입구)","6125","6248","20240504",""
"20240501","2호선","용답","2420","2309","20240504",""
"20240501","2호선","신답","1186","1192","20240504",""
"20240501","2호선","신설동","3085","3008","20240504",""
"20240501","2호선","도림천","1030","1081","20240504",""
"20240501","2호선","양천구청","5246","5490","20240504",""
"20240501","2호선","신정네거리","8291","8508","20240504",""
"20240501","2호선","용두(동대문구청)","2070","2038","20240504",""
"20240501","3호선","지축","5745","5822","20240504",""
"20240501","3호선","구파발","18506","18809","20240504",""
"20240501","3호선","연신내","31227","29639","20240504",""
"20240501","3호선","불광","14974","16573","20240504",""
"20240501","3호선","녹번","12565","11536","20240504",""
"20240501","3호선","홍제","16199","15379","20240504",""
"20240501","3호선","무악재","3568","3737","20240504",""
"20240501","3호선","독립문","8087","8695","20240504",""
"20240501","3호선","경복궁(정부서울청사)","28937","30439","20240504",""
"20240501","3호선","안국","27246","27786","20240504",""
"20240501","3호선","종로3가","9618","11471","20240504",""
"20240501","3호선","을지로3가","8501","7861","20240504",""
"20240501","3호선","충무로","9","0","20240504",""
"20240501","3호선","동대입구","11198","13378","20240504",""
"20240501","3호선","약수","11025","10724","20240504",""
"20240501","3호선","옥수","8051","8122","20240504",""
"20240501","3호선","압구정","24822","25894","20240504",""
"20240501","3호선","신사","19553","20469","20240504",""
"20240501","3호선","잠원","4082","3842","20240504",""
"20240501","3호선","고속터미널","48601","44648","20240504",""
"20240501","3호선","교대(법원.검찰청)","11679","6339","20240504",""
"20240501","3호선","남부터미널(예술의전당)","18828","19576","20240504",""
"20240501","3호선","양재(서초구청)","21395","24059","20240504",""
"20240501","3호선","매봉","7527","7598","20240504",""
"20240501","3호선","도곡","4107","4039","20240504",""
"20240501","3호선","대치","9346","9143","20240504",""
"20240501","3호선","학여울","1392","1366","20240504",""
"20240501","3호선","대청","8075","7738","20240504",""
"20240501","3호선","일원","7129","6792","20240504",""
"20240501","3호선","수서","14252","14372","20240504",""
"20240501","3호선","가락시장","6682","6581","20240504",""
"20240501","3호선","경찰병원","4915","5071","20240504",""
"20240501","3호선","오금","4276","4143","20240504",""
"20240501","4호선","당고개","8540","7656","20240504",""
"20240501","4호선","상계","17784","16641","20240504",""
"20240501","4호선","노원","27543","30843","20240504",""
"20240501","4호선","창동","23688","24732","20240504",""
"20240501","4호선","쌍문","24818","22584","20240504",""
"20240501","4호선","수유(강북구청)","30960","29920","20240504",""
"20240501","4호선","미아(서울사이버대학)","14566","13756","20240504",""
"20240501","4호선","미아사거리","24163","23451","20240504",""
"20240501","4호선","길음","18544","18612","20240504",""
"20240501","4호선","성신여대입구(돈암)","22997","22335","20240504",""
"20240501","4호선","한성대입구(삼선교)","15263","15098","20240504",""
"20240501","4호선","혜화","34442","34371","20240504",""
"20240501","4호선","동대문","24121","24557","20240504",""
"20240501","4호선","동대문역사문화공원(DDP)","18610","16174","20240504",""
"20240501","4호선","충무로","26109","25931","20240504",""
"20240501","4호선","명동","34182","37633","20240504",""
"20240501","4호선","회현(남대문시장)","29182","29484","20240504",""
"20240501","4호선","서울역","7796","14909","20240504",""
"20240501","4호선","숙대입구(갈월)","14573","13544","20240504",""
"20240501","4호선","삼각지","5616","6555","20240504",""
"20240501","4호선","신용산","14723","15964","20240504",""
"20240501","4호선","이촌(국립중앙박물관)","9779","10577","20240504",""
"20240501","4호선","동작(현충원)","1792","2025","20240504",""
"20240501","4호선","총신대입구(이수)","16914","18192","20240504",""
"20240501","4호선","사당","21619","20711","20240504",""
"20240501","4호선","남태령","1164","944","20240504",""
"20240501","5호선","방화","5913","5776","20240504",""
"20240501","5호선","개화산","4365","4229","20240504",""
"20240501","5호선","김포공항","8602","7273","20240504",""
"20240501","5호선","송정","5321","5145","20240504",""
"20240501","5호선","마곡","7380","7643","20240504",""
"20240501","5호선","발산","15049","15606","20240504",""
"20240501","5호선","우장산","12254","12346","20240504",""
"20240501","5호선","화곡","22559","21214","20240504",""
"20240501","5호선","까치산","22766","21841","20240504",""
"20240501","5호선","신정(은행정)","10127","9006","20240504",""
"20240501","5호선","목동","13168","13613","20240504",""
"20240501","5호선","오목교(목동운동장앞)","17881","18664","20240504",""
"20240501","5호선","양평","4374","4237","20240504",""
"20240501","5호선","영등포구청","3009","2701","20240504",""
"20240501","5호선","영등포시장","8671","8811","20240504",""
"20240501","5호선","신길","3789","3937","20240504",""
"20240501","5호선","여의도","12922","14395","20240504",""
"20240501","5호선","여의나루","19992","20781","20240504",""
"20240501","5호선","마포","9336","9365","20240504",""
"20240501","5호선","공덕","8657","8744","20240504",""
"20240501","5호선","애오개","5074","5010","20240504",""
"20240501","5호선","충정로(경기대입구)","2509","2424","20240504",""
"20240501","5호선","서대문","11811","12817","20240504",""
"20240501","5호선","광화문(세종문화회관)","26377","28126","20240504",""
"20240501","5호선","종로3가","17730","18415","20240504",""
"20240501","5호선","을지로4가","5278","4989","20240504",""
"20240501","5호선","동대문역사문화공원(DDP)","1740","2014","20240504",""
"20240501","5호선","청구","3318","3271","20240504",""
"20240501","5호선","신금호","5278","5732","20240504",""
"20240501","5호선","행당","6434","5711","20240504",""
"20240501","5호선","왕십리(성동구청)","3941","4728","20240504",""
"20240501","5호선","마장","4687","4379","20240504",""
"20240501","5호선","답십리","12074","11100","20240504",""
"20240501","5호선","장한평","14191","14103","20240504",""
"20240501","5호선","군자(능동)","9834","10731","20240504",""
"20240501","5호선","아차산(어린이대공원후문)","18367","17599","20240504",""
"20240501","5호선","광나루(장신대)","12621","11698","20240504",""
"20240501","5호선","천호(풍납토성)","18645","18054","20240504",""
"20240501","5호선","강동","12811","12681","20240504",""
"20240501","5호선","굽은다리(강동구민회관앞)","9181","8848","20240504",""
"20240501","5호선","명일","7585","7730","20240504",""
"20240501","5호선","고덕","9406","9215","20240504",""
"20240501","5호선","상일동","11816","11175","20240504",""
"20240501","5호선","둔촌동","7167","7142","20240504",""
"20240501","5호선","올림픽공원(한국체대)","5547","4763","20240504",""
"20240501","5호선","방이","6020","6004","20240504",""
"20240501","5호선","오금","2685","2580","20240504",""
"20240501","5호선","개롱","5500","5615","20240504",""
"20240501","5호선","거여","8177","8025","20240504",""
"20240501","5호선","마천","5998","5813","20240504",""
"20240501","5호선","강일","5073","4449","20240504",""
"20240501","5호선","미사","15857","16162","20240504",""
"20240501","5호선","하남풍산","3580","3502","20240504",""
"20240501","5호선","하남시청(덕풍·신장)","7223","6900","20240504",""
"20240501","5호선","하남검단산","7058","6983","20240504",""
"20240501","6호선","응암","14874","14746","20240504",""
"20240501","6호선","역촌","3087","3677","20240504",""
"20240501","6호선","불광","4473","4269","20240504",""
"20240501","6호선","독바위","2321","2595","20240504",""
"20240501","6호선","연신내","3","0","20240504",""
"20240501","6호선","구산","6726","5122","20240504",""
"20240501","6호선","새절(신사)","10280","9739","20240504",""
"20240501","6호선","증산(명지대앞)","8849","8771","20240504",""
"20240501","6호선","디지털미디어시티","9373","9828","20240504",""
"20240501","6호선","월드컵경기장(성산)","6748","6797","20240504",""
"20240501","6호선","마포구청","11551","10394","20240504",""
"20240501","6호선","망원","15834","16812","20240504",""
"20240501","6호선","합정","13145","12187","20240504",""
"20240501","6호선","상수","10315","11108","20240504",""
"20240501","6호선","광흥창(서강)","6648","6330","20240504",""
"20240501","6호선","대흥(서강대앞)","7944","8340","20240504",""
"20240501","6호선","공덕","12356","12145","20240504",""
"20240501","6호선","효창공원앞","6711","6401","20240504",""
"20240501","6호선","삼각지","7527","6318","20240504",""
"20240501","6호선","녹사평(용산구청)","5753","5775","20240504",""
"20240501","6호선","이태원","12025","11796","20240504",""
"20240501","6호선","한강진","9053","11010","20240504",""
"20240501","6호선","버티고개","1792","1849","20240504",""
"20240501","6호선","약수","2987","2988","20240504",""
"20240501","6호선","청구","3244","3198","20240504",""
"20240501","6호선","신당","8428","8532","20240504",""
"20240501","6호선","동묘앞","9193","9187","20240504",""
"20240501","6호선","창신","2906","2726","20240504",""
"20240501","6호선","보문","6729","6243","20240504",""
"20240501","6호선","안암(고대병원앞)","12852","12945","20240504",""
"20240501","6호선","고려대(종암)","7842","7596","20240504",""
"20240501","6호선","월곡(동덕여대)","10748","10356","20240504",""
"20240501","6호선","상월곡(한국과학기술연구원)","5860","5604","20240504",""
"20240501","6호선","돌곶이","8111","7462","20240504",""
"20240501","6호선","석계","10659","10810","20240504",""
"20240501","6호선","태릉입구","5261","5780","20240504",""
"20240501","6호선","화랑대(서울여대입구)","9333","8070","20240504",""
"20240501","6호선","봉화산(서울의료원)","6601","6359","20240504",""
"20240501","7호선","장암","2071","1348","20240504",""
"20240501","7호선","도봉산","9532","11253","20240504",""
"20240501","7호선","수락산","10920","10733","20240504",""
"20240501","7호선","마들","10708","9922","20240504",""
"20240501","7호선","노원","23650","24487","20240504",""
"20240501","7호선","중계","12118","11051","20240504",""
"20240501","7호선","하계","14744","14046","20240504",""
"20240501","7호선","공릉(서울과학기술대)","11532","11128","20240504",""
"20240501","7호선","태릉입구","8235","7587","20240504",""
"20240501","7호선","먹골","8498","8307","20240504",""
"20240501","7호선","중화","8679","8494","20240504",""
"20240501","7호선","상봉","14854","14574","20240504",""
"20240501","7호선","면목","11386","10856","20240504",""
"20240501","7호선","사가정","13313","13218","20240504",""
"20240501","7호선","용마산(용마폭포공원)","4910","5366","20240504",""
"20240501","7호선","중곡","8850","8179","20240504",""
"20240501","7호선","군자(능동)","12409","9315","20240504",""
"20240501","7호선","어린이대공원(세종대)","21007","21885","20240504",""
"20240501","7호선","건대입구","12836","13056","20240504",""
"20240501","7호선","자양(뚝섬한강공원)","15483","15161","20240504",""
"20240501","7호선","청담","11408","12259","20240504",""
"20240501","7호선","강남구청","9520","10490","20240504",""
"20240501","7호선","학동","10805","11170","20240504",""
"20240501","7호선","논현","10804","11415","20240504",""
"20240501","7호선","반포","5549","5240","20240504",""
"20240501","7호선","고속터미널","11679","10579","20240504",""
"20240501","7호선","내방","9497","9353","20240504",""
"20240501","7호선","이수","13161","12489","20240504",""
"20240501","7호선","남성","9185","8708","20240504",""
"20240501","7호선","숭실대입구(살피재)","15276","15479","20240504",""
"20240501","7호선","상도","10906","10948","20240504",""
"20240501","7호선","장승배기","7800","7630","20240504",""
"20240501","7호선","신대방삼거리","11567","11037","20240504",""
"20240501","7호선","보라매","5298","5366","20240504",""
"20240501","7호선","신풍","8527","7820","20240504",""
"20240501","7호선","대림(구로구청)","8824","8536","20240504",""
"20240501","7호선","남구로","8862","8702","20240504",""
"20240501","7호선","가산디지털단지","15446","15017","20240504",""
"20240501","7호선","철산","16155","16171","20240504",""
"20240501","7호선","광명사거리","16697","16604","20240504",""
"20240501","7호선","천왕","8205","8013","20240504",""
"20240501","7호선","온수(성공회대입구)","7157","6702","20240504",""
"20240501","8호선","암사","14560","13231","20240504",""
"20240501","8호선","천호(풍납토성)","12389","14428","20240504",""
"20240501","8호선","강동구청","7926","8029","20240504",""
"20240501","8호선","몽촌토성(평화의문)","6969","6770","20240504",""
"20240501","8호선","잠실(송파구청)","16416","18888","20240504",""
"20240501","8호선","석촌","6860","8405","20240504",""
"20240501","8호선","송파","7481","7459","20240504",""
"20240501","8호선","가락시장","5978","6591","20240504",""
"20240501","8호선","문정","9608","9763","20240504",""
"20240501","8호선","장지","13648","13267","20240504",""
"20240501","8호선","복정","6673","5958","20240504",""
"20240501","8호선","산성","5106","5380","20240504",""
"20240501","8호선","남한산성입구(성남법원.검찰청)","11070","10038","20240504",""
"20240501","8호선","단대오거리","9733","9398","20240504",""
"20240501","8호선","신흥","4562","4686","20240504",""
"20240501","8호선","수진","5334","5067","20240504",""
"20240501","8호선","모란","4371","3703","20240504",""
"20240501","8호선","남위례","5463","5490","20240504",""
"20240501","9호선","개화","1698","1408","20240504",""
"20240501","9호선","김포공항","6794","9447","20240504",""
"20240501","9호선","공항시장","2518","2743","20240504",""
"20240501","9호선","신방화","5507","5384","20240504",""
"20240501","9호선","마곡나루(서울식물원)","9195","9080","20240504",""
"20240501","9호선","양천향교","6300","6459","20240504",""
"20240501","9호선","가양","15844","15361","20240504",""
"20240501","9호선","증미","4074","3790","20240504",""
"20240501","9호선","등촌","8825","8628","20240504",""
"20240501","9호선","염창","12987","12881","20240504",""
"20240501","9호선","신목동","3306","2990","20240504",""
"20240501","9호선","선유도","5333","5290","20240504",""
"20240501","9호선","당산","13316","13142","20240504",""
"20240501","9호선","국회의사당","9777","9452","20240504",""
"20240501","9호선","여의도","13800","13071","20240504",""
"20240501","9호선","샛강","3716","3449","20240504",""
"20240501","9호선","노량진","22503","22625","20240504",""
"20240501","9호선","노들","4530","3851","20240504",""
"20240501","9호선","흑석(중앙대입구)","9342","9064","20240504",""
"20240501","9호선","동작(현충원)","2353","1733","20240504",""
"20240501","9호선","구반포","656","652","20240504",""
"20240501","9호선","신반포","3746","3595","20240504",""
"20240501","9호선","고속터미널","15327","20653","20240504",""
"20240501","9호선","사평","3295","3140","20240504",""
"20240501","9호선","신논현","23216","23188","20240504",""
"20240501","9호선2~3단계","언주","5701","5732","20240504",""
"20240501","9호선2~3단계","선정릉","4777","5276","20240504",""
"20240501","9호선2~3단계","삼성중앙","4034","3990","20240504",""
"20240501","9호선2~3단계","봉은사","14188","15053","20240504",""
"20240501","9호선2~3단계","종합운동장","3866","3943","20240504",""
"20240501","9호선2~3단계","삼전","5953","5644","20240504",""
"20240501","9호선2~3단계","석촌고분","5496","5344","20240504",""
"20240501","9호선2~3단계","석촌","7732","6964","20240504",""
"20240501","9호선2~3단계","송파나루","4320","4575","20240504",""
"20240501","9호선2~3단계","한성백제","2776","2403","20240504",""
"20240501","9호선2~3단계","올림픽공원(한국체대)","5864","6333","20240504",""
"20240501","9호선2~3단계","둔촌오륜","969","958","20240504",""
"20240501","9호선2~3단계","중앙보훈병원","6913","6700","20240504",""
"20240501","경강선","판교","4016","3764","20240504",""
"20240501","경강선","이매","957","793","20240504",""
"20240501","경강선","삼동","1752","1768","20240504",""
"20240501","경강선","경기광주","6522","6276","20240504",""
"20240501","경강선","초월","2541","2415","20240504",""
"20240501","경강선","곤지암","1994","2125","20240504",""
"20240501","경강선","신둔도예촌","1380","1346","20240504",""
"20240501","경강선","이천","2671","2922","20240504",""
"20240501","경강선","부발","1871","2043","20240504",""
"20240501","경강선","세종대왕릉","362","414","20240504",""
"20240501","경강선","여주","2924","3015","20240504",""
"20240501","경강선","성남","746","722","20240504",""
"20240501","경부선","서울역","7566","2635","20240504",""
"20240501","경부선","남영","7547","8290","20240504",""
"20240501","경부선","용산","38477","39554","20240504",""
"20240501","경부선","노량진","9025","8370","20240504",""
"20240501","경부선","대방","7171","8036","20240504",""
"20240501","경부선","영등포","38447","39505","20240504",""
"20240501","경부선","신도림","3081","3297","20240504",""
"20240501","경부선","신길","6696","5740","20240504",""
"20240501","경부선","구로","13591","14153","20240504",""
"20240501","경부선","가산디지털단지","7361","8575","20240504",""
"20240501","경부선","금천구청","9858","9833","20240504",""
"20240501","경부선","석수","7401","6868","20240504",""
"20240501","경부선","관악","6419","6083","20240504",""
"20240501","경부선","안양","21482","20968","20240504",""
"20240501","경부선","명학","6764","6469","20240504",""
"20240501","경부선","금정","20993","20845","20240504",""
"20240501","경부선","군포","4388","4250","20240504",""
"20240501","경부선","의왕","7040","6859","20240504",""
